userId	geneSymbol	geneName	entrezgene	gLink
RNU1-1	RNU1-1	RNA, U1 small nuclear 1	26871	https://www.ncbi.nlm.nih.gov/gene/?term=26871
PARP14	PARP14	poly(ADP-ribose) polymerase family member 14	54625	https://www.ncbi.nlm.nih.gov/gene/?term=54625
TEP1	TEP1	telomerase associated protein 1	7011	https://www.ncbi.nlm.nih.gov/gene/?term=7011
UBE2L6	UBE2L6	ubiquitin conjugating enzyme E2 L6	9246	https://www.ncbi.nlm.nih.gov/gene/?term=9246
GCA	GCA	grancalcin	25801	https://www.ncbi.nlm.nih.gov/gene/?term=25801
MIR210HG	MIR210HG	MIR210 host gene	100506211	https://www.ncbi.nlm.nih.gov/gene/?term=100506211
LY6E	LY6E	lymphocyte antigen 6 family member E	4061	https://www.ncbi.nlm.nih.gov/gene/?term=4061
LINC00921	LINC00921	long intergenic non-protein coding RNA 921	283876	https://www.ncbi.nlm.nih.gov/gene/?term=283876
RIPK3	RIPK3	receptor interacting serine/threonine kinase 3	11035	https://www.ncbi.nlm.nih.gov/gene/?term=11035
RTP4	RTP4	receptor transporter protein 4	64108	https://www.ncbi.nlm.nih.gov/gene/?term=64108
CMTR1	CMTR1	cap methyltransferase 1	23070	https://www.ncbi.nlm.nih.gov/gene/?term=23070
USP18	USP18	ubiquitin specific peptidase 18	11274	https://www.ncbi.nlm.nih.gov/gene/?term=11274
LOC102724584	LOC102724584	uncharacterized LOC102724584	102724584	https://www.ncbi.nlm.nih.gov/gene/?term=102724584
HIST1H4J	HIST1H4J	histone cluster 1 H4 family member j	8363	https://www.ncbi.nlm.nih.gov/gene/?term=8363
ATP10A	ATP10A	ATPase phospholipid transporting 10A (putative)	57194	https://www.ncbi.nlm.nih.gov/gene/?term=57194
SMARCA5	SMARCA5	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5	8467	https://www.ncbi.nlm.nih.gov/gene/?term=8467
HES4	HES4	hes family bHLH transcription factor 4	57801	https://www.ncbi.nlm.nih.gov/gene/?term=57801
RNU1-2	RNU1-2	RNA, U1 small nuclear 2	26870	https://www.ncbi.nlm.nih.gov/gene/?term=26870
APOBEC3F	APOBEC3F	apolipoprotein B mRNA editing enzyme catalytic subunit 3F	200316	https://www.ncbi.nlm.nih.gov/gene/?term=200316
IFNE	IFNE	interferon epsilon	338376	https://www.ncbi.nlm.nih.gov/gene/?term=338376
ERAP1	ERAP1	endoplasmic reticulum aminopeptidase 1	51752	https://www.ncbi.nlm.nih.gov/gene/?term=51752
DDX60L	DDX60L	DExD/H-box 60 like	91351	https://www.ncbi.nlm.nih.gov/gene/?term=91351
HIST4H4	HIST4H4	histone cluster 4 H4	121504	https://www.ncbi.nlm.nih.gov/gene/?term=121504
G0S2	G0S2	G0/G1 switch 2	50486	https://www.ncbi.nlm.nih.gov/gene/?term=50486
NLRC5	NLRC5	NLR family CARD domain containing 5	84166	https://www.ncbi.nlm.nih.gov/gene/?term=84166
ADPRHL2	ADPRHL2	ADP-ribosylhydrolase like 2	54936	https://www.ncbi.nlm.nih.gov/gene/?term=54936
SDE2	SDE2	SDE2 telomere maintenance homolog	163859	https://www.ncbi.nlm.nih.gov/gene/?term=163859
APOBEC3G	APOBEC3G	apolipoprotein B mRNA editing enzyme catalytic subunit 3G	60489	https://www.ncbi.nlm.nih.gov/gene/?term=60489
LINC00968	LINC00968	long intergenic non-protein coding RNA 968	100507632	https://www.ncbi.nlm.nih.gov/gene/?term=100507632
SFI1	SFI1	SFI1 centrin binding protein	9814	https://www.ncbi.nlm.nih.gov/gene/?term=9814
IFI16	IFI16	interferon gamma inducible protein 16	3428	https://www.ncbi.nlm.nih.gov/gene/?term=3428
GMPR	GMPR	guanosine monophosphate reductase	2766	https://www.ncbi.nlm.nih.gov/gene/?term=2766
ETV7	ETV7	ETS variant 7	51513	https://www.ncbi.nlm.nih.gov/gene/?term=51513
ERAP2	ERAP2	endoplasmic reticulum aminopeptidase 2	64167	https://www.ncbi.nlm.nih.gov/gene/?term=64167
